,ticker,start_date,end_date,fiscal_year,fiscal_period,intrinio_tag,value,financial_statement,units,line_item,filing_date,company_name,pricing_date,index_name,cusip,isin,maturity,seniority,par_wtd_coupon,sector_level_1,sector_level_2,sector_level_3,sector_level_4,bond_equiv_ytm,semi_yld_to_worst,price,accrued_interest,oas,effective_duration,modified_duration,macaulay_duration,rating,bond_type,monthly_return,year,quarter
0,ACI,,2020-02-29,2019,Q4,revenuegrowth,0.101323,calculations,percentage,Revenue Growth,4811-11-21,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC / (Albertsons Safeway LLC),2019-12-31,H0A0,013092AB,US013092AB74,2028-02-15,SENR,5.875,Corporate,Industrials,Retail,Food & Drug Retailers,4.931,4.599,106.25,2.219445,252.0,4.686,6.338,6.494,B2,HY,,2019.0,Q4
1,ACI,,2020-02-29,2019,Q4,nopatqoqgrowth,0.469599,calculations,percentage,NOPAT Q/Q Growth,4811-11-21,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC / (Albertsons Safeway LLC),2019-12-31,H0A0,013092AB,US013092AB74,2028-02-15,SENR,5.875,Corporate,Industrials,Retail,Food & Drug Retailers,4.931,4.599,106.25,2.219445,252.0,4.686,6.338,6.494,B2,HY,,2019.0,Q4
2,ACI,,2020-02-29,2019,Q4,nopat,245765593.8,calculations,usd,Net Operating Profit after Tax (NOPAT),4811-11-21,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC / (Albertsons Safeway LLC),2019-12-31,H0A0,013092AB,US013092AB74,2028-02-15,SENR,5.875,Corporate,Industrials,Retail,Food & Drug Retailers,4.931,4.599,106.25,2.219445,252.0,4.686,6.338,6.494,B2,HY,,2019.0,Q4
3,ACI,,2020-02-29,2019,Q4,netincomeqoqgrowth,0.237226,calculations,percentage,Net Income Q/Q Growth,4811-11-21,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC / (Albertsons Safeway LLC),2019-12-31,H0A0,013092AB,US013092AB74,2028-02-15,SENR,5.875,Corporate,Industrials,Retail,Food & Drug Retailers,4.931,4.599,106.25,2.219445,252.0,4.686,6.338,6.494,B2,HY,,2019.0,Q4
4,ACI,,2020-02-29,2019,Q4,nopatmargin,0.015921,calculations,percentage,NOPAT Margin,4811-11-21,Albertsons Cos Inc / Safeway Inc / New Albertsons LP / Albertsons LLC / (Albertsons Safeway LLC),2019-12-31,H0A0,013092AB,US013092AB74,2028-02-15,SENR,5.875,Corporate,Industrials,Retail,Food & Drug Retailers,4.931,4.599,106.25,2.219445,252.0,4.686,6.338,6.494,B2,HY,,2019.0,Q4
